x-axis,1,2
second,Volt,Volt
4.97E-04,9.88E+00,4.26E-02
4.97E-04,9.89E+00,4.45E-02
4.97E-04,9.88E+00,4.45E-02
4.97E-04,9.88E+00,4.26E-02
4.97E-04,9.89E+00,4.45E-02
4.97E-04,9.88E+00,4.65E-02
4.97E-04,9.88E+00,4.45E-02
4.97E-04,9.89E+00,4.45E-02
4.97E-04,9.89E+00,4.65E-02
4.97E-04,9.89E+00,4.45E-02
4.97E-04,9.88E+00,4.26E-02
4.97E-04,9.88E+00,4.06E-02
4.98E-04,9.88E+00,4.65E-02
4.98E-04,9.88E+00,4.45E-02
4.98E-04,9.88E+00,4.65E-02
4.98E-04,9.89E+00,5.04E-02
4.98E-04,9.88E+00,5.04E-02
4.98E-04,9.88E+00,4.26E-02
4.98E-04,9.88E+00,3.67E-02
4.98E-04,9.89E+00,4.45E-02
4.98E-04,9.88E+00,4.26E-02
4.98E-04,9.88E+00,3.67E-02
4.98E-04,9.88E+00,4.65E-02
4.98E-04,9.88E+00,3.87E-02
4.98E-04,9.88E+00,3.67E-02
4.98E-04,9.89E+00,4.84E-02
4.98E-04,9.87E+00,3.67E-02
4.98E-04,9.89E+00,4.06E-02
4.98E-04,9.89E+00,5.63E-02
4.98E-04,9.87E+00,3.87E-02
4.98E-04,9.89E+00,3.67E-02
4.98E-04,9.89E+00,5.04E-02
4.98E-04,9.88E+00,4.06E-02
4.98E-04,9.89E+00,4.06E-02
4.98E-04,9.88E+00,4.45E-02
4.98E-04,9.87E+00,3.28E-02
4.98E-04,9.89E+00,4.06E-02
4.98E-04,9.87E+00,4.84E-02
4.98E-04,9.88E+00,4.06E-02
4.98E-04,9.88E+00,4.26E-02
4.98E-04,9.87E+00,3.67E-02
4.98E-04,9.90E+00,4.84E-02
4.98E-04,9.89E+00,5.23E-02
4.98E-04,9.87E+00,3.28E-02
4.98E-04,9.89E+00,3.87E-02
4.98E-04,9.89E+00,4.45E-02
4.98E-04,9.87E+00,4.26E-02
4.98E-04,9.89E+00,4.06E-02
4.98E-04,9.88E+00,4.45E-02
4.98E-04,9.87E+00,3.67E-02
4.98E-04,9.88E+00,4.26E-02
4.98E-04,9.89E+00,4.26E-02
4.98E-04,9.88E+00,3.87E-02
4.98E-04,9.88E+00,4.06E-02
4.98E-04,9.89E+00,4.65E-02
4.98E-04,9.88E+00,4.84E-02
4.98E-04,9.88E+00,4.06E-02
4.98E-04,9.89E+00,3.87E-02
4.98E-04,9.89E+00,4.06E-02
4.98E-04,9.88E+00,3.48E-02
