x-axis,1,2,3
second,Volt,Volt,Volt
-6.1360000E-06,-1.8125000000000E+00,+4.8750000000000E+00,-439.9995803833E-03
-6.1355000E-06,-1.6562500000001E+00,+4.7187500000001E+00,-283.7495803834E-03
-6.1350000E-06,-1.8124999999999E+00,+4.8749999999999E+00,-596.2495803830E-03
-6.1345000E-06,-1.6562500000002E+00,+4.7187500000002E+00,-283.7495803835E-03
-6.1340000E-06,-1.8125000000000E+00,+4.8749999999997E+00,-439.9995803833E-03
-6.1335000E-06,-1.8124999999993E+00,+4.7187500000004E+00,-439.9995803833E-03
-6.1330000E-06,-1.5000000000009E+00,+4.8750000000000E+00,-439.9995803833E-03
-6.1325000E-06,-1.8125000000000E+00,+4.8749999999995E+00,-439.9995803828E-03
-6.1320000E-06,-1.8124999999994E+00,+4.7187500000000E+00,-283.7495803833E-03
-6.1315000E-06,-1.6562500000007E+00,+4.7187500000000E+00,-283.7495803840E-03
-6.1310000E-06,-1.8124999999993E+00,+4.7187500000000E+00,-439.9995803833E-03
-6.1305000E-06,-1.6562500000008E+00,+4.7187500000008E+00,-439.9995803833E-03
-6.1300000E-06,-1.8124999999991E+00,+4.8749999999991E+00,-439.9995803824E-03
-6.1295000E-06,-1.6562500000000E+00,+4.7187500000000E+00,-283.7495803833E-03
-6.1290000E-06,-1.6562500000000E+00,+4.7187500000000E+00,-283.7495803833E-03
-6.1285000E-06,-1.6562499999989E+00,+4.7187500000012E+00,-283.7495803844E-03
-6.1280000E-06,-1.5000000000024E+00,+4.8750000000000E+00,-439.9995803821E-03
-6.1275000E-06,-1.8124999999974E+00,+4.8749999999987E+00,-283.7495803846E-03
-6.1270000E-06,-1.4999999999986E+00,+4.7187500000014E+00,-439.9995803819E-03
-6.1265000E-06,-1.3437500000029E+00,+4.8750000000015E+00,-283.7495803833E-03
-6.1260000E-06,-1.6562500000000E+00,+5.0312499999969E+00,-283.7495803833E-03
-6.1255000E-06,-1.6562499999984E+00,+4.7187500000016E+00,-283.7495803833E-03
-6.1250000E-06,-1.5000000000017E+00,+4.8750000000000E+00,-283.7495803833E-03
-6.1245000E-06,-1.6562500000000E+00,+4.8750000000000E+00,-283.7495803851E-03
