x-axis,1,2
second,Volt,Volt
-6.0868000E-06,-32.8124761581E-03,+5.0654063224793E+00
-6.0866000E-06,-36.7187261581E-03,+5.0615000724793E+00
-6.0864000E-06,-21.0937261582E-03,+5.0380625724793E+00
-6.0862000E-06,-5.4687261582E-03,+5.0068125724794E+00
-6.0860000E-06,+10.1562738417E-03,+4.9755625724795E+00
-6.0858000E-06,+14.0625238418E-03,+4.9482188224795E+00
-6.0856000E-06,-1.5624761580E-03,+4.9482188224793E+00
-6.0854000E-06,-9.3749761580E-03,+4.9638438224790E+00
-6.0852000E-06,-5.4687261582E-03,+4.9716563224791E+00
-6.0850000E-06,+6.2500238416E-03,+4.9638438224794E+00
-6.0848000E-06,+14.0625238417E-03,+4.9365000724798E+00
-6.0846000E-06,+6.2500238420E-03,+4.8935313224802E+00
-6.0844000E-06,-13.2812261577E-03,+4.8700938224798E+00
-6.0842000E-06,-32.8124761576E-03,+4.8583750724796E+00
-6.0840000E-06,-36.7187261580E-03,+4.8466563224796E+00
-6.0838000E-06,-32.8124761583E-03,+4.8349375724796E+00
-6.0836000E-06,-28.9062261583E-03,+4.8154063224799E+00
-6.0834000E-06,-24.9999761583E-03,+4.8036875724797E+00
-6.0832000E-06,-21.0937261583E-03,+4.8036875724793E+00
-6.0830000E-06,-28.9062261578E-03,+4.8115000724790E+00
-6.0828000E-06,-40.6249761577E-03,+4.8115000724793E+00
-6.0826000E-06,-64.0624761571E-03,+4.7958750724799E+00
-6.0824000E-06,-79.6874761574E-03,+4.7724375724803E+00
-6.0822000E-06,-87.4999761578E-03,+4.7646250724796E+00
-6.0820000E-06,-99.2187261576E-03,+4.7724375724789E+00
-6.0818000E-06,-110.9374761576E-03,+4.8075938224775E+00
-6.0816000E-06,-130.4687261571E-03,+4.8427500724774E+00
-6.0814000E-06,-142.1874761575E-03,+4.8505625724788E+00
-6.0812000E-06,-134.3749761586E-03,+4.8388438224799E+00
-6.0810000E-06,-110.9374761595E-03,+4.8193125724804E+00
-6.0808000E-06,-87.4999761596E-03,+4.7997813224804E+00
-6.0806000E-06,-75.7812261589E-03,+4.7919688224797E+00
-6.0804000E-06,-107.0312261561E-03,+4.7919688224793E+00
-6.0802000E-06,-149.9999761553E-03,+4.8075938224782E+00
-6.0800000E-06,-181.2499761560E-03,+4.8349375724774E+00
-6.0798000E-06,-177.3437261584E-03,+4.8700938224768E+00
-6.0796000E-06,-130.4687261616E-03,+4.9091563224764E+00
-6.0794000E-06,-67.9687261628E-03,+4.9325938224775E+00
