x-axis,1,2,3
second,Volt,Volt,Volt
-498.80E-03,+4.41797E+00,-83.98E-03,-402.89E-03
-497.80E-03,+4.41797E+00,-78.13E-03,-410.70E-03
-496.80E-03,+4.41797E+00,-85.94E-03,-410.70E-03
-495.80E-03,+4.41797E+00,-85.94E-03,-408.75E-03
-494.80E-03,+4.41797E+00,-13.67E-03,-402.89E-03
-493.80E-03,+4.41797E+00,+1.18164E+00,-408.75E-03
-492.80E-03,+4.41602E+00,+4.81055E+00,-402.89E-03
-491.80E-03,+4.41016E+00,+4.82617E+00,-408.75E-03
-490.80E-03,+4.41797E+00,+4.82422E+00,-402.89E-03
-489.80E-03,+4.41602E+00,+4.81836E+00,-408.75E-03
-488.80E-03,+4.40820E+00,+4.82617E+00,-400.94E-03
-487.80E-03,+4.41016E+00,+4.82617E+00,-400.94E-03
-486.80E-03,+4.41602E+00,+4.82617E+00,-400.94E-03
-485.80E-03,+4.40820E+00,+4.82422E+00,-400.94E-03
-484.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-483.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-482.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-481.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-480.80E-03,+4.41016E+00,+4.81836E+00,-400.94E-03
-479.80E-03,+4.41797E+00,+4.82617E+00,-400.94E-03
-478.80E-03,+4.41797E+00,+4.82422E+00,-400.94E-03
-477.80E-03,+4.41797E+00,+4.81641E+00,-400.94E-03
-476.80E-03,+4.41797E+00,+4.81836E+00,-400.94E-03
-475.80E-03,+4.41797E+00,+4.82422E+00,-400.94E-03
-474.80E-03,+4.41797E+00,+4.81641E+00,-400.94E-03
-473.80E-03,+4.41797E+00,+4.81836E+00,-400.94E-03
-472.80E-03,+4.41797E+00,+4.82422E+00,-402.89E-03
-471.80E-03,+4.41797E+00,+4.81641E+00,-408.75E-03
-470.80E-03,+4.41602E+00,+4.81641E+00,-400.94E-03
-469.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-468.80E-03,+4.40820E+00,+4.81641E+00,-400.94E-03
-467.80E-03,+4.40820E+00,+4.81641E+00,-402.89E-03
-466.80E-03,+4.40820E+00,+4.56445E+00,-410.70E-03
-465.80E-03,+4.40820E+00,+2.82813E+00,-408.75E-03
-464.80E-03,+4.40820E+00,-85.94E-03,-400.94E-03
-463.80E-03,+4.40820E+00,-87.89E-03,-400.94E-03
-462.80E-03,+4.40820E+00,-93.75E-03,-400.94E-03
-461.80E-03,+4.40820E+00,-85.94E-03,-400.94E-03
-460.80E-03,+4.40820E+00,-85.94E-03,-400.94E-03
