x-axis,1,2
second,Volt,Volt
-5.20500E-06,+50.00019073E-03,+4.98886728287E+00
-5.19500E-06,+81.25019073E-03,+4.98691415787E+00
-5.18500E-06,+94.92206573E-03,+4.98593759537E+00
-5.17500E-06,+87.10956573E-03,+4.98593759537E+00
-5.16500E-06,+85.15644073E-03,+4.98789072037E+00
-5.15500E-06,+85.15644073E-03,+4.99082040787E+00
-5.14500E-06,+81.25019073E-03,+4.99375009537E+00
-5.13500E-06,+81.25019073E-03,+4.99179697037E+00
-5.12500E-06,+67.57831573E-03,+4.98691415787E+00
-5.11500E-06,+67.57831573E-03,+4.98593759537E+00
-5.10500E-06,+73.43769073E-03,+4.98691415787E+00
-5.09500E-06,+67.57831573E-03,+4.98300790787E+00
-5.08500E-06,+73.43769073E-03,+4.98105478287E+00
-5.07500E-06,+79.29706573E-03,+4.98105478287E+00
-5.06500E-06,+73.43769073E-03,+4.97812509537E+00
-5.05500E-06,+83.20331573E-03,+4.98300790787E+00
-5.04500E-06,+94.92206573E-03,+4.99082040787E+00
-5.03500E-06,+81.25019073E-03,+4.99472665787E+00
-5.02500E-06,+81.25019073E-03,+4.99179697037E+00
-5.01500E-06,+87.10956573E-03,+4.98398447037E+00
-5.00500E-06,+85.15644073E-03,+4.97910165787E+00
-4.99500E-06,+89.06269073E-03,+4.98007822037E+00
-4.98500E-06,+87.10956573E-03,+4.98496103287E+00
-4.97500E-06,+83.20331573E-03,+4.98691415787E+00
-4.96500E-06,+79.29706573E-03,+4.98984384537E+00
-4.95500E-06,+73.43769073E-03,+4.99082040787E+00
-4.94500E-06,+77.34394073E-03,+4.98984384537E+00
-4.93500E-06,+83.20331573E-03,+4.98691415787E+00
-4.92500E-06,+83.20331573E-03,+4.98300790787E+00
-4.91500E-06,+81.25019073E-03,+4.98300790787E+00
-4.90500E-06,+83.20331573E-03,+4.98691415787E+00
-4.89500E-06,+89.06269073E-03,+4.99082040787E+00
-4.88500E-06,+94.92206573E-03,+4.99375009537E+00
-4.87500E-06,+83.20331573E-03,+4.99667978287E+00
-4.86500E-06,+75.39081573E-03,+4.98886728287E+00
-4.85500E-06,+81.25019073E-03,+4.98398447037E+00
-4.84500E-06,+83.20331573E-03,+4.98691415787E+00
-4.83500E-06,+77.34394073E-03,+4.98496103287E+00
-4.82500E-06,+71.48456573E-03,+4.98300790787E+00
-4.81500E-06,+75.39081573E-03,+4.98105478287E+00
-4.80500E-06,+85.15644073E-03,+4.98593759537E+00
-4.79500E-06,+91.01581573E-03,+4.98886728287E+00
